% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: Elisa Venditti
%      (b) Donor: Elisa Venditti
%      (c) Date: May, 2022
% 
@RELATION buggy

@ATTRIBUTE size  NUMERIC
@ATTRIBUTE locTouched   NUMERIC
@ATTRIBUTE revisionNumber  NUMERIC
@ATTRIBUTE authorNumber   NUMERIC
@ATTRIBUTE locAdded   NUMERIC
@ATTRIBUTE maxLocAdded   NUMERIC
@ATTRIBUTE avgLocAdded   NUMERIC
@ATTRIBUTE chgSetSize   NUMERIC
@ATTRIBUTE maxChgSetSize   NUMERIC
@ATTRIBUTE avgChgSetSize   NUMERIC
@ATTRIBUTE class        {Yes, No}
@DATA
258.0,1806.0,7.0,0.0,1806.0,258.0,258.0,9296.0,1328.0,1328.0,No
101.0,707.0,7.0,0.0,707.0,101.0,101.0,9296.0,1328.0,1328.0,No
178.0,1246.0,7.0,0.0,1246.0,178.0,178.0,9296.0,1328.0,1328.0,No
32.0,224.0,7.0,0.0,224.0,32.0,32.0,9296.0,1328.0,1328.0,No
28.0,196.0,7.0,0.0,196.0,28.0,28.0,9296.0,1328.0,1328.0,No
45.0,315.0,7.0,0.0,315.0,45.0,45.0,9296.0,1328.0,1328.0,No
33.0,245.0,14.0,0.0,238.0,33.0,17.0,98.0,12.0,7.0,No
75.0,623.0,21.0,0.0,574.0,75.0,27.0,9380.0,1328.0,446.0,No
251.0,2317.0,21.0,0.0,2177.0,211.0,103.0,10122.0,1328.0,482.0,No
87.0,609.0,7.0,0.0,609.0,87.0,87.0,9296.0,1328.0,1328.0,No
82.0,574.0,7.0,0.0,574.0,82.0,82.0,9296.0,1328.0,1328.0,No
45.0,315.0,7.0,0.0,315.0,45.0,45.0,9296.0,1328.0,1328.0,No
143.0,1001.0,7.0,0.0,1001.0,143.0,143.0,9296.0,1328.0,1328.0,No
98.0,686.0,7.0,0.0,686.0,98.0,98.0,9296.0,1328.0,1328.0,No
46.0,322.0,7.0,0.0,322.0,46.0,46.0,9296.0,1328.0,1328.0,No
32.0,224.0,7.0,0.0,224.0,32.0,32.0,9296.0,1328.0,1328.0,No
