% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: Elisa Venditti
%      (b) Donor: Elisa Venditti
%      (c) Date: May, 2022
% 
@RELATION buggy

@ATTRIBUTE size  NUMERIC
@ATTRIBUTE locTouched   NUMERIC
@ATTRIBUTE revisionNumber  NUMERIC
@ATTRIBUTE authorNumber   NUMERIC
@ATTRIBUTE locAdded   NUMERIC
@ATTRIBUTE maxLocAdded   NUMERIC
@ATTRIBUTE avgLocAdded   NUMERIC
@ATTRIBUTE chgSetSize   NUMERIC
@ATTRIBUTE maxChgSetSize   NUMERIC
@ATTRIBUTE avgChgSetSize   NUMERIC
@ATTRIBUTE class        {Yes, No}
@DATA
244.0,872.0,10.0,2.0,680.0,252.0,68.0,1120.0,281.0,112.0,No
1026.0,1842.0,28.0,3.0,1402.0,275.0,50.0,938.0,171.0,33.0,Yes
92.0,138.0,6.0,3.0,80.0,29.0,13.0,518.0,171.0,86.0,No
180.0,84.0,8.0,2.0,54.0,12.0,6.0,472.0,171.0,59.0,No
471.0,616.0,18.0,3.0,292.0,64.0,16.0,832.0,171.0,46.0,No
204.0,184.0,10.0,3.0,172.0,76.0,17.0,692.0,171.0,69.0,Yes
551.0,310.0,14.0,3.0,170.0,42.0,12.0,824.0,171.0,58.0,Yes
149.0,108.0,10.0,3.0,70.0,15.0,7.0,798.0,171.0,79.0,Yes
157.0,40.0,6.0,3.0,26.0,12.0,4.0,550.0,171.0,91.0,No
147.0,0.0,2.0,1.0,0.0,0.0,0.0,122.0,61.0,61.0,No
137.0,550.0,10.0,3.0,286.0,113.0,28.0,538.0,171.0,53.0,No
271.0,80.0,8.0,3.0,62.0,12.0,7.0,532.0,171.0,66.0,Yes
205.0,30.0,8.0,2.0,16.0,4.0,2.0,672.0,171.0,84.0,No
548.0,2244.0,18.0,3.0,1260.0,401.0,70.0,942.0,171.0,52.0,No
728.0,2268.0,12.0,2.0,1862.0,714.0,155.0,446.0,97.0,37.0,Yes
50.0,12.0,4.0,2.0,6.0,3.0,1.0,464.0,171.0,116.0,No
185.0,90.0,10.0,3.0,46.0,16.0,4.0,704.0,171.0,70.0,No
61.0,20.0,6.0,3.0,10.0,4.0,1.0,500.0,171.0,83.0,No
157.0,192.0,16.0,3.0,86.0,26.0,5.0,892.0,171.0,55.0,No
81.0,46.0,8.0,3.0,24.0,7.0,3.0,728.0,171.0,91.0,No
84.0,198.0,6.0,2.0,100.0,46.0,16.0,658.0,171.0,109.0,No
762.0,3230.0,24.0,3.0,1830.0,520.0,76.0,976.0,171.0,40.0,Yes
248.0,260.0,14.0,3.0,180.0,32.0,12.0,752.0,171.0,53.0,Yes
169.0,310.0,18.0,3.0,184.0,28.0,10.0,908.0,171.0,50.0,Yes
196.0,148.0,12.0,3.0,92.0,17.0,7.0,744.0,171.0,62.0,Yes
67.0,36.0,8.0,3.0,18.0,7.0,2.0,508.0,171.0,63.0,No
165.0,122.0,8.0,3.0,88.0,30.0,11.0,712.0,171.0,89.0,Yes
173.0,86.0,8.0,3.0,46.0,17.0,5.0,712.0,171.0,89.0,Yes
103.0,302.0,12.0,2.0,254.0,101.0,21.0,610.0,171.0,50.0,Yes
78.0,156.0,2.0,1.0,156.0,78.0,78.0,54.0,27.0,27.0,No
87.0,4.0,4.0,2.0,2.0,1.0,0.0,464.0,171.0,116.0,No
85.0,4.0,4.0,2.0,2.0,1.0,0.0,464.0,171.0,116.0,No
105.0,214.0,4.0,1.0,212.0,61.0,53.0,156.0,43.0,39.0,No
216.0,464.0,8.0,2.0,448.0,216.0,56.0,102.0,43.0,12.0,No
377.0,834.0,8.0,2.0,794.0,377.0,99.0,102.0,43.0,12.0,No
253.0,514.0,4.0,1.0,510.0,251.0,127.0,78.0,35.0,19.0,No
193.0,386.0,2.0,1.0,386.0,193.0,193.0,70.0,35.0,35.0,No
514.0,1028.0,2.0,1.0,1028.0,514.0,514.0,70.0,35.0,35.0,No
204.0,408.0,2.0,1.0,408.0,204.0,204.0,70.0,35.0,35.0,No
144.0,288.0,2.0,1.0,288.0,144.0,144.0,70.0,35.0,35.0,No
