% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: Elisa Venditti
%      (b) Donor: Elisa Venditti
%      (c) Date: May, 2022
% 
@RELATION buggy

@ATTRIBUTE size  NUMERIC
@ATTRIBUTE locTouched   NUMERIC
@ATTRIBUTE revisionNumber  NUMERIC
@ATTRIBUTE authorNumber   NUMERIC
@ATTRIBUTE locAdded   NUMERIC
@ATTRIBUTE maxLocAdded   NUMERIC
@ATTRIBUTE avgLocAdded   NUMERIC
@ATTRIBUTE chgSetSize   NUMERIC
@ATTRIBUTE maxChgSetSize   NUMERIC
@ATTRIBUTE avgChgSetSize   NUMERIC
@ATTRIBUTE class        {Yes, No}
@DATA
244.0,1308.0,15.0,2.0,1020.0,252.0,68.0,1680.0,281.0,112.0,No
1026.0,2763.0,42.0,3.0,2103.0,275.0,50.0,1407.0,171.0,33.0,Yes
92.0,207.0,9.0,3.0,120.0,29.0,13.0,777.0,171.0,86.0,No
180.0,126.0,12.0,2.0,81.0,12.0,6.0,708.0,171.0,59.0,No
471.0,924.0,27.0,3.0,438.0,64.0,16.0,1248.0,171.0,46.0,No
204.0,276.0,15.0,3.0,258.0,76.0,17.0,1038.0,171.0,69.0,Yes
551.0,465.0,21.0,3.0,255.0,42.0,12.0,1236.0,171.0,58.0,Yes
149.0,162.0,15.0,3.0,105.0,15.0,7.0,1197.0,171.0,79.0,Yes
157.0,60.0,9.0,3.0,39.0,12.0,4.0,825.0,171.0,91.0,No
147.0,0.0,3.0,1.0,0.0,0.0,0.0,183.0,61.0,61.0,No
137.0,825.0,15.0,3.0,429.0,113.0,28.0,807.0,171.0,53.0,No
271.0,120.0,12.0,3.0,93.0,12.0,7.0,798.0,171.0,66.0,Yes
205.0,45.0,12.0,2.0,24.0,4.0,2.0,1008.0,171.0,84.0,No
548.0,3366.0,27.0,3.0,1890.0,401.0,70.0,1413.0,171.0,52.0,No
728.0,3402.0,18.0,2.0,2793.0,714.0,155.0,669.0,97.0,37.0,Yes
50.0,18.0,6.0,2.0,9.0,3.0,1.0,696.0,171.0,116.0,No
185.0,135.0,15.0,3.0,69.0,16.0,4.0,1056.0,171.0,70.0,No
61.0,30.0,9.0,3.0,15.0,4.0,1.0,750.0,171.0,83.0,No
157.0,288.0,24.0,3.0,129.0,26.0,5.0,1338.0,171.0,55.0,No
81.0,69.0,12.0,3.0,36.0,7.0,3.0,1092.0,171.0,91.0,No
84.0,297.0,9.0,2.0,150.0,46.0,16.0,987.0,171.0,109.0,No
762.0,4845.0,36.0,3.0,2745.0,520.0,76.0,1464.0,171.0,40.0,Yes
248.0,390.0,21.0,3.0,270.0,32.0,12.0,1128.0,171.0,53.0,Yes
169.0,465.0,27.0,3.0,276.0,28.0,10.0,1362.0,171.0,50.0,Yes
196.0,222.0,18.0,3.0,138.0,17.0,7.0,1116.0,171.0,62.0,Yes
67.0,54.0,12.0,3.0,27.0,7.0,2.0,762.0,171.0,63.0,No
165.0,183.0,12.0,3.0,132.0,30.0,11.0,1068.0,171.0,89.0,Yes
173.0,129.0,12.0,3.0,69.0,17.0,5.0,1068.0,171.0,89.0,Yes
103.0,453.0,18.0,2.0,381.0,101.0,21.0,915.0,171.0,50.0,Yes
78.0,234.0,3.0,1.0,234.0,78.0,78.0,81.0,27.0,27.0,Yes
87.0,6.0,6.0,2.0,3.0,1.0,0.0,696.0,171.0,116.0,No
85.0,6.0,6.0,2.0,3.0,1.0,0.0,696.0,171.0,116.0,No
105.0,321.0,6.0,1.0,318.0,61.0,53.0,234.0,43.0,39.0,No
216.0,696.0,12.0,2.0,672.0,216.0,56.0,153.0,43.0,12.0,No
377.0,1251.0,12.0,2.0,1191.0,377.0,99.0,153.0,43.0,12.0,No
253.0,771.0,6.0,1.0,765.0,251.0,127.0,117.0,35.0,19.0,No
193.0,579.0,3.0,1.0,579.0,193.0,193.0,105.0,35.0,35.0,No
